ID,DATE,TIME,ROLE,COMPANY_NAME,LOCATION,LINK
5892,2024-03-07,0 days 03:51:53,"Software Engineer (C,C++ / Storage Replication Domain)",NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-c-c%2B%2B-storage-replication-domain-at-netapp-3847945303?position=27&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=7KeJjUnpIkRNJgzjpiV0Kg%3D%3D&trk=public_jobs_jserp-result_search-card
5893,2024-03-07,0 days 03:51:53,Principal Engineering Manager,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/principal-engineering-manager-at-microsoft-3844059052?position=28&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=DePF%2FBrG6VEb8NUZUCRidA%3D%3D&trk=public_jobs_jserp-result_search-card
5894,2024-03-07,0 days 03:51:53,"Staff Software Engineer - C++ (OS, Linux, Networking, Distributed Systems)",Cohesity,"Bangalore Rural, Karnataka, India",https://in.linkedin.com/jobs/view/staff-software-engineer-c%2B%2B-os-linux-networking-distributed-systems-at-cohesity-3796133023?position=29&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=MG2%2BLG9uoUYQfFKmJe1xXw%3D%3D&trk=public_jobs_jserp-resul
5895,2024-03-07,0 days 03:51:53,Senior C++ System Programmer,Unisys,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-c%2B%2B-system-programmer-at-unisys-3811925126?position=30&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=m5%2BFHCQyZc6scQ8eALGsYA%3D%3D&trk=public_jobs_jserp-result_search-card
5896,2024-03-07,0 days 03:51:53,"Software Engineer (Go/C,C++)",NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-go-c-c%2B%2B-at-netapp-3847945294?position=31&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=mHOwAzgAT382U1tG7gwbDw%3D%3D&trk=public_jobs_jserp-result_search-card
5897,2024-03-07,0 days 03:51:53,Product Management Associate,Indian Institute of Science (IISc),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-management-associate-at-indian-institute-of-science-iisc-3843682533?position=32&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=htW6xFZtA4khvFyJ70BbRQ%3D%3D&trk=public_jobs_jserp-result_search-card
5898,2024-03-07,0 days 03:51:53,Senior Developer - C/C++ with payments domain,FIS,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/senior-developer-c-c%2B%2B-with-payments-domain-at-fis-3809631950?position=33&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=U555b6WfhvkLDgzZyyDp6Q%3D%3D&trk=public_jobs_jserp-result_search-card
5899,2024-03-07,0 days 03:51:53,Embedded Software Engineer,Hashlist,Greater Chennai Area,https://in.linkedin.com/jobs/view/embedded-software-engineer-at-hashlist-3821016702?position=34&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=XNYYUWsrOXJHxZnKfAXdIw%3D%3D&trk=public_jobs_jserp-result_search-card
5900,2024-03-07,0 days 03:51:53,HMI Developer - Infotainment,Tata Elxsi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/hmi-developer-infotainment-at-tata-elxsi-3844033195?position=35&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=PdS4OLw1WdzYw%2Bd7JFr9vg%3D%3D&trk=public_jobs_jserp-result_search-card
5901,2024-03-07,0 days 03:51:53,Senior Software Engineer,Microsoft,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-3843090515?position=36&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=A9RRANfYCGDTs3czLBD%2Fnw%3D%3D&trk=public_jobs_jserp-result_search-card
5902,2024-03-07,0 days 03:51:53,"New Business Specialist, Google Workspace",Google,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/new-business-specialist-google-workspace-at-google-3811822956?position=37&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=gaxVrSzc87HjtdKwbPQiHw%3D%3D&trk=public_jobs_jserp-result_search-card
5903,2024-03-07,0 days 03:51:53,Software Engineer,NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-netapp-3847945289?position=38&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=9W3Wvz9SscFB%2F4dtu10zJA%3D%3D&trk=public_jobs_jserp-result_search-card
5904,2024-03-07,0 days 03:51:53,Hardware Engineering Manager,Happiest Minds Technologies,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/hardware-engineering-manager-at-happiest-minds-technologies-3843664941?position=39&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=ftAmDPA%2Bf4RKXasDODX3FQ%3D%3D&trk=public_jobs_jserp-result_search-card
5905,2024-03-07,0 days 03:51:53,IOT Developer,Zigsaw,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/iot-developer-at-zigsaw-3848147248?position=40&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=SaZ1iVU3WrJX3kzRUaqGmg%3D%3D&trk=public_jobs_jserp-result_search-card
5906,2024-03-07,0 days 03:51:53,Software Engineer,NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-netapp-3847941596?position=41&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=a3ZHUa1N%2BO%2FgqjcT3VtKTw%3D%3D&trk=public_jobs_jserp-result_search-card
5907,2024-03-07,0 days 03:51:53,Software Engineer,NetApp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-netapp-3847938883?position=42&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=BjuzwR2pPW%2FGiR1OyegVsQ%3D%3D&trk=public_jobs_jserp-result_search-card
5908,2024-03-07,0 days 03:51:53,Mechanical Developer,Siemens,"Thane, Maharashtra, India",https://in.linkedin.com/jobs/view/mechanical-developer-at-siemens-3809015265?position=43&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=dN6TNmmz7JtZ7Ty%2FSXwW6Q%3D%3D&trk=public_jobs_jserp-result_search-card
5909,2024-03-07,0 days 03:51:53,Senior Developer - C/C++ with payments domain,FIS,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-developer-c-c%2B%2B-with-payments-domain-at-fis-3809636174?position=44&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=fp0c6n70JGTN6uiuzzPFYg%3D%3D&trk=public_jobs_jserp-result_search-card
5910,2024-03-07,0 days 03:51:53,"Senior Software Engineer, Google Cloud Storage",Google,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-software-engineer-google-cloud-storage-at-google-3847699207?position=45&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=lR3Ft6EadAasntRALswX7w%3D%3D&trk=public_jobs_jserp-result_search-card
5911,2024-03-07,0 days 03:51:53,Embedded Engineer,Redrob by McKinley Rice,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/embedded-engineer-at-redrob-by-mckinley-rice-3848135793?position=46&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=1l1O1iWgI17asAy87tp7uA%3D%3D&trk=public_jobs_jserp-result_search-card
5912,2024-03-07,0 days 03:51:53,"Software Engineer III, Networks, Technical Infrastructure",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-iii-networks-technical-infrastructure-at-google-3847697642?position=47&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=U%2FJbXeI5kBvWepYl3IBMJg%3D%3D&trk=public_jobs_jserp-result_search-card
5913,2024-03-07,0 days 03:51:53,C level Executive Assistant,SLK,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/c-level-executive-assistant-at-slk-3843655053?position=48&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=wRtX%2Fs0X4KY1lLSM%2B8tpZw%3D%3D&trk=public_jobs_jserp-result_search-card
5914,2024-03-07,0 days 03:51:53,Director - Software IOT Platform,Silicon Labs,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/director-software-iot-platform-at-silicon-labs-3792203806?position=49&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=Q3or4YHSdXxtybAFx8L%2FQw%3D%3D&trk=public_jobs_jserp-result_search-card
5915,2024-03-07,0 days 03:51:53,Engineer - Optics,Valeo,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/engineer-optics-at-valeo-3782745778?position=50&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=JeW4DysbCFjIxxkZtpq7dg%3D%3D&trk=public_jobs_jserp-result_search-card
5916,2024-03-07,0 days 03:51:53,"Senior Software Engineer, Google Cloud Storage",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-software-engineer-google-cloud-storage-at-google-3847696700?position=51&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=wiPKFMT4FRFNi8ZbvG0GLg%3D%3D&trk=public_jobs_jserp-result_search-card
5917,2024-03-07,0 days 03:51:53,Senior Software Engineer,Microsoft,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-3844097489?position=52&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=9FP%2FkomVsbToEPsJAuaYug%3D%3D&trk=public_jobs_jserp-result_search-card
5918,2024-03-07,0 days 03:51:53,Engineer,dunnhumby,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/engineer-at-dunnhumby-3796115707?position=53&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=E%2Fz%2Bb7oC03Oz3GZiVqAAOg%3D%3D&trk=public_jobs_jserp-result_search-card
5919,2024-03-07,0 days 03:51:53,Senior Software Engineer,Allica Bank,India,https://in.linkedin.com/jobs/view/senior-software-engineer-at-allica-bank-3847569195?position=54&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=qLiS9%2B4cOmZ9UxSMjaqSoA%3D%3D&trk=public_jobs_jserp-result_search-card
5920,2024-03-07,0 days 03:51:53,Embedded AI/ML - SOC,Aptiv,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/embedded-ai-ml-soc-at-aptiv-3848186473?position=55&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=aKhQLfJslk%2FBSySH20g6oQ%3D%3D&trk=public_jobs_jserp-result_search-card
5921,2024-03-07,0 days 03:51:53,Embedded Application Software Developer,Sanchovni Solutions Pvt Ltd,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/embedded-application-software-developer-at-sanchovni-solutions-pvt-ltd-3843685480?position=56&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=ykqHNG7w1CNn0kPTYfP6UQ%3D%3D&trk=public_jobs_jserp-result_search-card
5922,2024-03-07,0 days 03:51:53,Head of IT,Orion Innovation,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/head-of-it-at-orion-innovation-3726800251?position=57&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=X7akRlmujBEAj58suzRmkg%3D%3D&trk=public_jobs_jserp-result_search-card
5923,2024-03-07,0 days 03:51:53,Automotive SW Product CE Lead - Principal Engineer/Director,Qualcomm,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/automotive-sw-product-ce-lead-principal-engineer-director-at-qualcomm-3848611275?position=58&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=PxdlCMTIdixYVtX8OuT37g%3D%3D&trk=public_jobs_jserp-result_search-card
5924,2024-03-07,0 days 03:51:53,Embedded Software Engineer,RS Consulting,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/embedded-software-engineer-at-rs-consulting-3838380396?position=59&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=nRGM%2FohmsY1jy7yulzlW1w%3D%3D&trk=public_jobs_jserp-result_search-card
5925,2024-03-07,0 days 03:51:53,"Software Engineer II - C++, SQL",NCR Voyix,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-engineer-ii-c%2B%2B-sql-at-ncr-voyix-3812911780?position=60&pageNum=0&refId=s3bcFESoYeuVw2EPBEYIOA%3D%3D&trackingId=z4%2BHS9l6DJ1ZsJMV7JBcnw%3D%3D&trk=public_jobs_jserp-result_search-card
